SiteName,Latitude,Longitude,Elevation,Year,JulianDay,AphidCount,PrecipMM,Aphids_DD,Pea_DD,Vetch_DD
2009-Site-30,46.4923,-117.00027,844,2009,156,50,354.29,663.21,1013.79,855.44
2009-Site-30,46.4923,-117.00027,844,2009,160,6,363.14,717.01,1085.59,920.04
2009-Site-30,46.4923,-117.00027,844,2009,163,8,363.14,774.05,1156.13,985.18
2009-Site-30,46.4923,-117.00027,844,2009,167,9,368.12,860.72,1260.8,1082.65
2009-Site-30,46.4923,-117.00027,844,2009,170,9,379.02,919.46,1333.04,1149.49
2009-Site-30,46.4923,-117.00027,844,2009,174,4,383.8,972.47,1404.05,1213.3
2009-Site-30,46.4923,-117.00027,844,2009,177,2,383.8,1036.71,1481.79,1285.64
2009-Site-30,46.4923,-117.00027,844,2009,181,4,383.8,1125.53,1588.61,1385.26
2009-Site-30,46.4923,-117.00027,844,2009,184,7,383.8,1204.77,1681.35,1472.6
2009-Site-30,46.4923,-117.00027,844,2009,188,9,388.5,1311.51,1806.09,1590.14
2009-Site-30,46.4923,-117.00027,844,2009,191,8,388.5,1369.12,1877.2,1655.85
2009-Site-30,46.4923,-117.00027,844,2009,194,4,413.72,1444.77,1966.35,1739.6
2009-Site-29,46.52302,-116.85221,836,2009,139,9,350.27,305.35,568.83,446.95
2009-Site-29,46.52302,-116.85221,836,2009,142,7,350.27,338.16,615.14,487.86
2009-Site-29,46.52302,-116.85221,836,2009,146,2,350.27,413.62,708.6,574.12
2009-Site-29,46.52302,-116.85221,836,2009,149,3,350.27,479.79,788.27,648.39
2009-Site-29,46.52302,-116.85221,836,2009,153,13,350.27,578.42,904.9,757.82
2009-Site-29,46.52302,-116.85221,836,2009,156,80,350.27,649.82,989.8,837.32
2009-Site-29,46.52302,-116.85221,836,2009,160,4,359.17,703.11,1061.09,901.41
2009-Site-29,46.52302,-116.85221,836,2009,163,3,359.17,759.97,1131.45,966.37
2009-Site-29,46.52302,-116.85221,836,2009,167,5,363.08,846.76,1236.24,1063.96
2009-Site-29,46.52302,-116.85221,836,2009,170,3,373.12,905.37,1308.35,1130.67
2009-Site-29,46.52302,-116.85221,836,2009,174,3,377.33,959.14,1380.12,1195.24
2009-Site-29,46.52302,-116.85221,836,2009,177,0,377.33,1023.05,1457.53,1267.25
2009-Site-29,46.52302,-116.85221,836,2009,181,2,377.33,1111.12,1563.6,1366.12
2009-Site-29,46.52302,-116.85221,836,2009,184,1,377.33,1189.64,1655.62,1452.74
2009-Site-29,46.52302,-116.85221,836,2009,188,8,380.75,1295.8,1779.78,1569.7
2009-Site-29,46.52302,-116.85221,836,2009,191,1,380.75,1352.62,1850.1,1634.62
2009-Site-29,46.52302,-116.85221,836,2009,194,7,402.55,1427.6,1938.58,1717.7
2009-Site-28,46.53755,-116.81252,817,2009,139,3,364.26,309.68,572.73,451.16
2009-Site-28,46.53755,-116.81252,817,2009,142,0,364.26,342.88,619.43,492.46
2009-Site-28,46.53755,-116.81252,817,2009,146,0,364.26,418.78,713.33,579.16
2009-Site-28,46.53755,-116.81252,817,2009,149,1,364.26,485.13,793.18,653.61
2009-Site-28,46.53755,-116.81252,817,2009,153,4,364.26,584.12,910.17,763.4
2009-Site-28,46.53755,-116.81252,817,2009,156,28,364.26,656.03,995.58,843.41
2009-Site-28,46.53755,-116.81252,817,2009,160,14,373.63,709.87,1067.42,908.05
2009-Site-28,46.53755,-116.81252,817,2009,163,11,373.63,767.16,1138.21,973.44
2009-Site-28,46.53755,-116.81252,817,2009,167,23,377.33,854.72,1243.77,1071.8
2009-Site-28,46.53755,-116.81252,817,2009,170,11,387.0,913.87,1316.42,1139.05
2009-Site-28,46.53755,-116.81252,817,2009,174,3,390.92,968.65,1389.2,1204.63
2009-Site-28,46.53755,-116.81252,817,2009,177,8,390.92,1032.87,1466.92,1276.95
2009-Site-28,46.53755,-116.81252,817,2009,181,9,390.92,1121.27,1573.32,1376.15
2009-Site-28,46.53755,-116.81252,817,2009,184,9,390.92,1199.84,1665.39,1462.82
2009-Site-28,46.53755,-116.81252,817,2009,188,18,394.37,1306.59,1790.14,1580.37
2009-Site-28,46.53755,-116.81252,817,2009,191,7,394.37,1363.61,1860.66,1645.49
2009-Site-28,46.53755,-116.81252,817,2009,194,0,415.74,1438.93,1949.48,1728.91
2009-Site-27,46.56263,-116.82346,864,2009,139,1,413.91,291.53,545.67,428.25
2009-Site-27,46.56263,-116.82346,864,2009,142,2,413.91,323.61,591.25,468.43
2009-Site-27,46.56263,-116.82346,864,2009,146,0,413.91,397.99,683.63,553.61
2009-Site-27,46.56263,-116.82346,864,2009,149,1,413.91,463.25,762.39,626.97
2009-Site-27,46.56263,-116.82346,864,2009,153,2,413.91,560.52,877.66,735.04
2009-Site-27,46.56263,-116.82346,864,2009,156,4,413.91,631.15,961.79,813.77
2009-Site-27,46.56263,-116.82346,864,2009,160,2,422.21,682.64,1031.28,876.06
2009-Site-27,46.56263,-116.82346,864,2009,163,9,422.21,738.72,1100.86,940.24
2009-Site-27,46.56263,-116.82346,864,2009,167,14,426.33,824.35,1204.49,1036.67
2009-Site-27,46.56263,-116.82346,864,2009,170,8,438.22,881.7,1275.34,1102.12
2009-Site-27,46.56263,-116.82346,864,2009,174,1,442.33,934.1,1345.74,1165.32
2009-Site-27,46.56263,-116.82346,864,2009,177,5,442.33,996.87,1422.01,1236.19
2009-Site-27,46.56263,-116.82346,864,2009,181,7,442.33,1083.72,1526.86,1333.84
2009-Site-27,46.56263,-116.82346,864,2009,184,3,442.33,1161.22,1617.86,1419.44
2009-Site-27,46.56263,-116.82346,864,2009,188,5,445.2,1265.88,1740.52,1534.9
2009-Site-27,46.56263,-116.82346,864,2009,191,2,445.2,1321.51,1809.65,1598.63
2009-Site-27,46.56263,-116.82346,864,2009,194,2,468.02,1395.28,1896.92,1680.5
2009-Site-26,46.59263,-117.17232,777,2009,139,1,389.82,337.16,624.89,489.9
2009-Site-26,46.59263,-117.17232,777,2009,142,1,389.82,369.89,671.12,530.73
2009-Site-26,46.59263,-117.17232,777,2009,146,0,389.82,445.2,764.43,616.84
2009-Site-26,46.59263,-117.17232,777,2009,149,2,389.82,512.53,845.26,692.27
2009-Site-26,46.59263,-117.17232,777,2009,153,36,389.82,613.33,964.06,803.87
2009-Site-26,46.59263,-117.17232,777,2009,156,29,389.82,685.78,1050.01,884.42
2009-Site-26,46.59263,-117.17232,777,2009,160,2,401.5,740.32,1122.55,949.76
2009-Site-26,46.59263,-117.17232,777,2009,163,2,401.5,798.02,1193.75,1015.56
2009-Site-26,46.59263,-117.17232,777,2009,167,2,405.35,886.83,1300.56,1115.17
2009-Site-26,46.59263,-117.17232,777,2009,170,4,415.64,946.87,1374.1,1183.31
2009-Site-26,46.59263,-117.17232,777,2009,174,1,420.39,1001.48,1446.71,1248.72
2009-Site-26,46.59263,-117.17232,777,2009,177,2,420.39,1066.41,1525.14,1321.75
2009-Site-26,46.59263,-117.17232,777,2009,181,0,420.39,1154.37,1631.1,1420.51
2009-Site-26,46.59263,-117.17232,777,2009,184,4,420.39,1232.28,1722.51,1506.52
2009-Site-26,46.59263,-117.17232,777,2009,188,8,423.45,1338.57,1846.8,1623.61
2009-Site-26,46.59263,-117.17232,777,2009,191,10,423.45,1396.84,1918.57,1689.98
2009-Site-26,46.59263,-117.17232,777,2009,194,8,440.43,1473.8,2009.03,1775.04
2009-Site-25,46.6011,-117.22094,828,2009,139,1,423.74,315.82,592.28,462.48
2009-Site-25,46.6011,-117.22094,828,2009,142,2,423.74,347.18,637.14,501.94
2009-Site-25,46.6011,-117.22094,828,2009,146,1,423.74,420.86,728.82,586.42
2009-Site-25,46.6011,-117.22094,828,2009,149,1,423.74,487.13,808.59,660.79
2009-Site-25,46.6011,-117.22094,828,2009,153,14,423.74,586.04,925.5,770.5
2009-Site-25,46.6011,-117.22094,828,2009,156,10,423.74,657.04,1010.0,849.6
2009-Site-25,46.6011,-117.22094,828,2009,160,9,436.19,709.42,1080.38,912.78
2009-Site-25,46.6011,-117.22094,828,2009,163,4,436.19,765.78,1150.24,977.24
2009-Site-25,46.6011,-117.22094,828,2009,167,5,440.07,852.43,1254.89,1074.69
2009-Site-25,46.6011,-117.22094,828,2009,170,14,450.55,910.64,1326.6,1141.0
2009-Site-25,46.6011,-117.22094,828,2009,174,9,455.37,962.6,1396.56,1203.76
2009-Site-25,46.6011,-117.22094,828,2009,177,4,455.37,1026.06,1473.52,1275.32
2009-Site-25,46.6011,-117.22094,828,2009,181,4,455.37,1112.35,1577.81,1372.41
2009-Site-25,46.6011,-117.22094,828,2009,184,3,455.37,1189.2,1668.16,1457.36
2009-Site-25,46.6011,-117.22094,828,2009,188,2,458.65,1293.07,1790.03,1572.03
2009-Site-25,46.6011,-117.22094,828,2009,191,2,458.65,1350.07,1860.53,1637.13
2009-Site-25,46.6011,-117.22094,828,2009,194,6,476.97,1425.4,1949.36,1720.56
2009-Site-24,46.61218,-117.26531,794,2009,139,0,407.43,326.01,608.59,476.2
2009-Site-24,46.61218,-117.26531,794,2009,142,0,407.43,357.84,653.92,516.13
2009-Site-24,46.61218,-117.26531,794,2009,146,1,407.43,431.96,746.04,601.05
2009-Site-24,46.61218,-117.26531,794,2009,149,0,407.43,498.67,826.25,675.86
2009-Site-24,46.61218,-117.26531,794,2009,153,0,407.43,598.35,943.93,786.34
2009-Site-24,46.61218,-117.26531,794,2009,156,0,407.43,670.14,1029.22,866.23
2009-Site-24,46.61218,-117.26531,794,2009,160,0,420.47,723.7,1100.78,930.59
2009-Site-24,46.61218,-117.26531,794,2009,163,0,420.47,780.61,1171.19,995.6
2009-Site-24,46.61218,-117.26531,794,2009,167,0,423.99,868.48,1277.06,1094.27
2009-Site-24,46.61218,-117.26531,794,2009,170,0,433.31,927.8,1349.88,1161.69
2009-Site-24,46.61218,-117.26531,794,2009,174,0,438.12,981.06,1421.14,1225.75
2009-Site-24,46.61218,-117.26531,794,2009,177,0,438.12,1045.37,1498.95,1298.16
2009-Site-24,46.61218,-117.26531,794,2009,181,0,438.12,1131.96,1603.54,1395.55
2009-Site-24,46.61218,-117.26531,794,2009,184,0,438.12,1209.13,1694.21,1480.82
2009-Site-24,46.61218,-117.26531,794,2009,188,0,442.09,1313.67,1816.75,1596.16
2009-Site-24,46.61218,-117.26531,794,2009,191,0,442.09,1371.48,1888.06,1662.07
2009-Site-24,46.61218,-117.26531,794,2009,194,7,459.33,1447.9,1977.98,1746.59
2009-Site-23,46.60404,-116.96062,865,2009,139,0,408.24,297.86,558.18,436.38
2009-Site-23,46.60404,-116.96062,865,2009,142,0,408.24,329.34,603.16,475.96
2009-Site-23,46.60404,-116.96062,865,2009,146,6,408.24,403.11,694.93,560.53
2009-Site-23,46.60404,-116.96062,865,2009,149,0,408.24,468.5,773.82,634.02
2009-Site-23,46.60404,-116.96062,865,2009,153,0,408.24,566.27,889.59,742.59
2009-Site-23,46.60404,-116.96062,865,2009,156,0,408.24,636.71,973.53,821.13
2009-Site-23,46.60404,-116.96062,865,2009,160,0,418.14,687.46,1042.28,882.68
2009-Site-23,46.60404,-116.96062,865,2009,163,0,418.14,743.57,1111.89,946.89
2009-Site-23,46.60404,-116.96062,865,2009,167,0,421.9,829.23,1215.55,1043.35
2009-Site-23,46.60404,-116.96062,865,2009,170,0,434.61,886.15,1285.97,1108.37
2009-Site-23,46.60404,-116.96062,865,2009,174,0,439.29,937.65,1355.47,1170.67
2009-Site-23,46.60404,-116.96062,865,2009,177,0,439.29,1000.12,1431.44,1241.24
2009-Site-23,46.60404,-116.96062,865,2009,181,0,439.29,1086.42,1535.74,1338.34
2009-Site-23,46.60404,-116.96062,865,2009,184,0,439.29,1162.98,1625.8,1423.0
2009-Site-23,46.60404,-116.96062,865,2009,188,0,441.93,1267.04,1747.86,1537.86
2009-Site-23,46.60404,-116.96062,865,2009,191,0,441.93,1322.55,1816.87,1601.47
2009-Site-23,46.60404,-116.96062,865,2009,194,1,464.44,1396.3,1904.12,1683.32
2009-Site-22,46.62126,-116.84217,771,2009,139,0,361.76,321.39,588.31,463.72
2009-Site-22,46.62126,-116.84217,771,2009,142,0,361.76,354.89,635.31,505.32
2009-Site-22,46.62126,-116.84217,771,2009,146,3,361.76,431.25,729.67,592.48
2009-Site-22,46.62126,-116.84217,771,2009,149,0,361.76,498.06,809.98,667.39
2009-Site-22,46.62126,-116.84217,771,2009,153,0,361.76,598.08,928.0,778.21
2009-Site-22,46.62126,-116.84217,771,2009,156,0,361.76,670.74,1014.16,858.97
2009-Site-22,46.62126,-116.84217,771,2009,160,0,367.54,725.0,1086.42,924.03
2009-Site-22,46.62126,-116.84217,771,2009,163,0,367.54,783.23,1158.15,990.36
2009-Site-22,46.62126,-116.84217,771,2009,167,0,371.24,872.49,1265.41,1090.42
2009-Site-22,46.62126,-116.84217,771,2009,170,0,381.84,932.32,1338.74,1158.35
2009-Site-22,46.62126,-116.84217,771,2009,174,0,386.62,988.64,1413.06,1225.47
2009-Site-22,46.62126,-116.84217,771,2009,177,0,386.62,1053.19,1491.11,1298.12
2009-Site-22,46.62126,-116.84217,771,2009,181,0,386.62,1141.63,1597.55,1397.36
2009-Site-22,46.62126,-116.84217,771,2009,184,0,386.62,1220.04,1689.46,1483.87
2009-Site-22,46.62126,-116.84217,771,2009,188,0,388.15,1327.31,1814.73,1601.94
2009-Site-22,46.62126,-116.84217,771,2009,191,0,388.15,1384.55,1885.47,1667.28
2009-Site-22,46.62126,-116.84217,771,2009,194,2,418.57,1460.52,1974.94,1751.35
2009-Site-21,46.72421,-116.94894,789,2009,139,0,376.04,313.2,578.22,453.23
2009-Site-21,46.72421,-116.94894,789,2009,142,1,376.04,345.36,623.88,493.49
2009-Site-21,46.72421,-116.94894,789,2009,146,1,376.04,419.46,715.98,578.39
2009-Site-21,46.72421,-116.94894,789,2009,149,7,376.04,485.08,795.1,652.11
2009-Site-21,46.72421,-116.94894,789,2009,153,21,376.04,584.14,912.16,761.97
2009-Site-21,46.72421,-116.94894,789,2009,156,22,376.04,655.35,996.87,841.28
2009-Site-21,46.72421,-116.94894,789,2009,160,9,386.59,706.85,1066.37,903.58
2009-Site-21,46.72421,-116.94894,789,2009,163,6,386.59,764.18,1137.2,969.01
2009-Site-21,46.72421,-116.94894,789,2009,167,6,389.98,852.72,1243.74,1068.35
2009-Site-21,46.72421,-116.94894,789,2009,170,2,399.46,910.86,1315.38,1134.59
2009-Site-21,46.72421,-116.94894,789,2009,174,2,404.02,965.05,1387.57,1199.58
2009-Site-21,46.72421,-116.94894,789,2009,177,5,404.02,1028.2,1464.22,1270.83
2009-Site-21,46.72421,-116.94894,789,2009,181,4,404.02,1114.35,1568.37,1367.78
2009-Site-21,46.72421,-116.94894,789,2009,184,4,404.02,1190.21,1657.73,1451.74
2009-Site-21,46.72421,-116.94894,789,2009,188,4,408.3,1294.98,1780.5,1567.31
2009-Site-21,46.72421,-116.94894,789,2009,191,5,408.3,1350.64,1849.66,1631.07
2009-Site-21,46.72421,-116.94894,789,2009,194,6,434.61,1425.68,1938.2,1714.21
2009-Site-20,46.75103,-117.20094,763,2009,139,0,358.36,324.35,600.99,470.6
2009-Site-20,46.75103,-117.20094,763,2009,142,0,358.36,356.1,646.24,510.45
2009-Site-20,46.75103,-117.20094,763,2009,146,1,358.36,429.23,737.37,594.38
2009-Site-20,46.75103,-117.20094,763,2009,149,1,358.36,494.83,816.47,668.08
2009-Site-20,46.75103,-117.20094,763,2009,153,4,358.36,594.47,934.11,778.52
2009-Site-20,46.75103,-117.20094,763,2009,156,3,358.36,666.59,1019.73,858.74
2009-Site-20,46.75103,-117.20094,763,2009,160,0,373.58,719.06,1090.2,922.01
2009-Site-20,46.75103,-117.20094,763,2009,163,1,373.58,776.19,1160.83,987.24
2009-Site-20,46.75103,-117.20094,763,2009,167,4,374.91,865.7,1268.34,1087.55
2009-Site-20,46.75103,-117.20094,763,2009,170,5,382.07,924.74,1340.88,1154.69
2009-Site-20,46.75103,-117.20094,763,2009,174,1,385.87,978.73,1412.87,1219.48
2009-Site-20,46.75103,-117.20094,763,2009,177,1,385.87,1042.95,1490.59,1291.8
2009-Site-20,46.75103,-117.20094,763,2009,181,5,385.87,1127.83,1593.47,1387.48
2009-Site-20,46.75103,-117.20094,763,2009,184,2,385.87,1202.56,1681.7,1470.31
2009-Site-20,46.75103,-117.20094,763,2009,188,0,396.83,1306.61,1803.75,1585.16
2009-Site-20,46.75103,-117.20094,763,2009,191,0,396.83,1363.02,1873.66,1649.67
2009-Site-20,46.75103,-117.20094,763,2009,194,4,409.86,1439.38,1963.52,1734.13
2009-Site-19,46.74927,-117.42771,689,2009,139,0,303.1,349.67,643.77,506.52
2009-Site-19,46.74927,-117.42771,689,2009,142,0,303.1,382.53,690.13,547.48
2009-Site-19,46.74927,-117.42771,689,2009,146,1,303.1,457.4,783.0,633.15
2009-Site-19,46.74927,-117.42771,689,2009,149,0,303.1,524.49,863.59,708.34
2009-Site-19,46.74927,-117.42771,689,2009,153,0,303.1,626.22,983.32,820.87
2009-Site-19,46.74927,-117.42771,689,2009,156,0,303.1,701.04,1071.64,903.79
2009-Site-19,46.74927,-117.42771,689,2009,160,0,317.27,757.31,1145.91,970.86
2009-Site-19,46.74927,-117.42771,689,2009,163,0,317.27,815.94,1218.04,1037.59
2009-Site-19,46.74927,-117.42771,689,2009,167,0,318.32,908.21,1328.31,1140.66
2009-Site-19,46.74927,-117.42771,689,2009,170,0,323.92,970.39,1403.99,1210.94
2009-Site-19,46.74927,-117.42771,689,2009,174,0,327.02,1026.93,1478.53,1278.28
2009-Site-19,46.74927,-117.42771,689,2009,177,0,327.02,1093.96,1559.06,1353.41
2009-Site-19,46.74927,-117.42771,689,2009,181,0,327.02,1180.13,1663.23,1450.38
2009-Site-19,46.74927,-117.42771,689,2009,184,0,327.02,1257.22,1753.82,1535.57
2009-Site-19,46.74927,-117.42771,689,2009,188,0,338.32,1363.44,1878.04,1652.59
2009-Site-19,46.74927,-117.42771,689,2009,191,0,338.32,1422.69,1950.79,1719.94
2009-Site-19,46.74927,-117.42771,689,2009,194,4,350.72,1502.67,2044.27,1808.02
2009-Site-18,46.79559,-117.27046,711,2009,139,0,335.78,338.88,624.22,490.11
2009-Site-18,46.79559,-117.27046,711,2009,142,0,335.78,371.39,670.23,530.72
2009-Site-18,46.79559,-117.27046,711,2009,146,0,335.78,445.47,762.31,615.6
2009-Site-18,46.79559,-117.27046,711,2009,149,0,335.78,511.63,841.97,689.86
2009-Site-18,46.79559,-117.27046,711,2009,153,1,335.78,612.67,961.01,801.7
2009-Site-18,46.79559,-117.27046,711,2009,156,2,335.78,686.27,1048.11,883.4
2009-Site-18,46.79559,-117.27046,711,2009,160,0,351.15,740.53,1120.37,948.46
2009-Site-18,46.79559,-117.27046,711,2009,163,4,351.15,798.59,1191.93,1014.62
2009-Site-18,46.79559,-117.27046,711,2009,167,9,352.16,890.19,1301.53,1117.02
2009-Site-18,46.79559,-117.27046,711,2009,170,13,357.49,950.79,1375.63,1185.72
2009-Site-18,46.79559,-117.27046,711,2009,174,7,360.88,1006.55,1449.39,1252.28
2009-Site-18,46.79559,-117.27046,711,2009,177,5,360.88,1072.27,1528.61,1326.1
2009-Site-18,46.79559,-117.27046,711,2009,181,7,360.88,1157.62,1631.96,1422.25
2009-Site-18,46.79559,-117.27046,711,2009,184,4,360.88,1232.95,1720.79,1505.68
2009-Site-18,46.79559,-117.27046,711,2009,188,3,373.74,1338.21,1844.05,1621.74
2009-Site-18,46.79559,-117.27046,711,2009,191,2,373.74,1395.71,1915.05,1687.34
2009-Site-18,46.79559,-117.27046,711,2009,194,6,384.89,1473.93,2006.77,1773.66
2009-Site-17,46.88495,-117.00036,824,2009,139,0,433.33,283.49,532.48,416.94
2009-Site-17,46.88495,-117.00036,824,2009,142,0,433.33,313.75,576.24,455.3
2009-Site-17,46.88495,-117.00036,824,2009,146,0,433.33,385.02,665.51,537.37
2009-Site-17,46.88495,-117.00036,824,2009,149,0,433.33,448.26,742.25,608.71
2009-Site-17,46.88495,-117.00036,824,2009,153,2,433.33,545.48,857.47,716.73
2009-Site-17,46.88495,-117.00036,824,2009,156,9,433.33,614.73,940.22,794.08
2009-Site-17,46.88495,-117.00036,824,2009,160,8,445.19,662.25,1005.74,852.4
2009-Site-17,46.88495,-117.00036,824,2009,163,2,445.19,717.8,1074.79,916.05
2009-Site-17,46.88495,-117.00036,824,2009,167,6,451.43,805.09,1180.08,1014.14
2009-Site-17,46.88495,-117.00036,824,2009,170,3,459.3,860.46,1248.95,1077.61
2009-Site-17,46.88495,-117.00036,824,2009,174,0,463.18,911.45,1317.94,1139.4
2009-Site-17,46.88495,-117.00036,824,2009,177,3,463.18,972.91,1392.9,1208.96
2009-Site-17,46.88495,-117.00036,824,2009,181,5,463.18,1054.99,1492.98,1301.84
2009-Site-17,46.88495,-117.00036,824,2009,184,2,463.18,1128.17,1579.66,1383.12
2009-Site-17,46.88495,-117.00036,824,2009,188,2,473.18,1228.4,1697.89,1494.15
2009-Site-17,46.88495,-117.00036,824,2009,191,1,473.18,1281.94,1764.93,1555.79
2009-Site-17,46.88495,-117.00036,824,2009,194,4,499.94,1354.52,1851.01,1636.47
2009-Site-16,46.91837,-117.08902,761,2009,139,0,402.41,303.76,562.71,441.54
2009-Site-16,46.91837,-117.08902,761,2009,142,0,402.41,334.99,607.44,480.87
2009-Site-16,46.91837,-117.08902,761,2009,146,0,402.41,407.63,698.08,564.31
2009-Site-16,46.91837,-117.08902,761,2009,149,1,402.41,471.79,775.74,636.57
2009-Site-16,46.91837,-117.08902,761,2009,153,3,402.41,571.18,893.13,746.76
2009-Site-16,46.91837,-117.08902,761,2009,156,0,402.41,642.48,977.93,826.16
2009-Site-16,46.91837,-117.08902,761,2009,160,0,414.96,692.64,1046.09,887.12
2009-Site-16,46.91837,-117.08902,761,2009,163,0,414.96,749.23,1116.18,951.81
2009-Site-16,46.91837,-117.08902,761,2009,167,2,419.54,839.09,1224.04,1052.47
2009-Site-16,46.91837,-117.08902,761,2009,170,0,425.51,896.35,1294.8,1117.83
2009-Site-16,46.91837,-117.08902,761,2009,174,2,428.97,949.36,1365.81,1181.64
2009-Site-16,46.91837,-117.08902,761,2009,177,6,428.97,1012.67,1442.62,1253.05
2009-Site-16,46.91837,-117.08902,761,2009,181,4,428.97,1095.57,1543.52,1346.75
2009-Site-16,46.91837,-117.08902,761,2009,184,2,428.97,1169.29,1630.74,1428.57
2009-Site-16,46.91837,-117.08902,761,2009,188,1,439.0,1271.18,1750.63,1541.26
2009-Site-16,46.91837,-117.08902,761,2009,191,0,439.0,1326.01,1818.96,1604.19
2009-Site-16,46.91837,-117.08902,761,2009,194,4,461.84,1400.79,1907.24,1687.07
2009-Site-15,46.91732,-117.13726,792,2009,139,1,401.88,297.18,551.8,433.19
2009-Site-15,46.91732,-117.13726,792,2009,142,0,401.88,327.74,595.86,471.85
2009-Site-15,46.91732,-117.13726,792,2009,146,0,401.88,399.48,685.6,554.39
2009-Site-15,46.91732,-117.13726,792,2009,149,0,401.88,463.15,762.77,626.16
2009-Site-15,46.91732,-117.13726,792,2009,153,0,401.88,561.88,879.5,735.69
2009-Site-15,46.91732,-117.13726,792,2009,156,0,401.88,633.12,964.24,815.03
2009-Site-15,46.91732,-117.13726,792,2009,160,0,414.82,682.38,1031.5,875.09
2009-Site-15,46.91732,-117.13726,792,2009,163,0,414.82,738.29,1100.91,939.1
2009-Site-15,46.91732,-117.13726,792,2009,167,0,418.68,827.14,1207.76,1038.75
2009-Site-15,46.91732,-117.13726,792,2009,170,0,425.27,883.66,1277.78,1103.37
2009-Site-15,46.91732,-117.13726,792,2009,174,0,428.59,935.18,1347.3,1165.69
2009-Site-15,46.91732,-117.13726,792,2009,177,0,428.59,998.01,1423.63,1236.62
2009-Site-15,46.91732,-117.13726,792,2009,181,0,428.59,1080.03,1523.65,1329.44
2009-Site-15,46.91732,-117.13726,792,2009,184,0,428.59,1152.98,1610.1,1410.49
2009-Site-15,46.91732,-117.13726,792,2009,188,0,438.63,1253.96,1729.08,1522.27
2009-Site-15,46.91732,-117.13726,792,2009,191,0,438.63,1308.36,1796.98,1584.77
2009-Site-15,46.91732,-117.13726,792,2009,194,1,460.07,1382.4,1884.52,1666.91
2009-Site-14,46.99969,-117.15253,761,2009,139,0,363.3,298.2,551.05,433.85
2009-Site-14,46.99969,-117.15253,761,2009,142,1,363.3,329.03,595.38,472.78
2009-Site-14,46.99969,-117.15253,761,2009,146,2,363.3,401.57,685.92,556.12
2009-Site-14,46.99969,-117.15253,761,2009,149,1,363.3,465.22,763.07,627.87
2009-Site-14,46.99969,-117.15253,761,2009,153,2,363.3,565.18,881.03,738.63
2009-Site-14,46.99969,-117.15253,761,2009,156,10,363.3,637.51,966.86,819.06
2009-Site-14,46.99969,-117.15253,761,2009,160,40,374.49,687.32,1034.67,879.67
2009-Site-14,46.99969,-117.15253,761,2009,163,3,374.49,743.56,1104.41,944.01
2009-Site-14,46.99969,-117.15253,761,2009,167,6,379.35,833.89,1212.74,1045.14
2009-Site-14,46.99969,-117.15253,761,2009,170,2,386.56,890.6,1282.95,1109.95
2009-Site-14,46.99969,-117.15253,761,2009,174,0,389.48,942.64,1352.99,1172.79
2009-Site-14,46.99969,-117.15253,761,2009,177,1,389.48,1006.3,1430.15,1244.55
2009-Site-14,46.99969,-117.15253,761,2009,181,5,389.48,1088.27,1530.12,1337.32
2009-Site-14,46.99969,-117.15253,761,2009,184,0,389.48,1161.58,1616.93,1418.73
2009-Site-14,46.99969,-117.15253,761,2009,188,4,397.5,1262.63,1735.98,1530.58
2009-Site-14,46.99969,-117.15253,761,2009,191,1,397.5,1317.42,1804.27,1593.47
2009-Site-14,46.99969,-117.15253,761,2009,194,1,418.56,1391.84,1892.19,1675.99
2009-Site-13,47.02649,-117.11889,782,2009,139,1,357.87,288.49,534.82,421.72
2009-Site-13,47.02649,-117.11889,782,2009,142,0,357.87,318.91,578.74,460.24
2009-Site-13,47.02649,-117.11889,782,2009,146,1,357.87,391.02,668.85,543.15
2009-Site-13,47.02649,-117.11889,782,2009,149,0,357.87,454.19,745.52,614.42
2009-Site-13,47.02649,-117.11889,782,2009,153,3,357.87,553.67,863.0,724.7
2009-Site-13,47.02649,-117.11889,782,2009,156,4,357.87,625.5,948.33,804.63
2009-Site-13,47.02649,-117.11889,782,2009,160,3,368.04,674.23,1015.06,864.16
2009-Site-13,47.02649,-117.11889,782,2009,163,2,368.04,729.96,1084.29,927.99
2009-Site-13,47.02649,-117.11889,782,2009,167,7,374.62,819.57,1191.9,1028.4
2009-Site-13,47.02649,-117.11889,782,2009,170,7,383.12,875.41,1261.24,1092.34
2009-Site-13,47.02649,-117.11889,782,2009,174,0,386.0,926.51,1330.34,1154.24
2009-Site-13,47.02649,-117.11889,782,2009,177,1,386.0,989.7,1407.03,1225.53
2009-Site-13,47.02649,-117.11889,782,2009,181,3,386.0,1071.19,1506.52,1317.82
2009-Site-13,47.02649,-117.11889,782,2009,184,0,386.0,1144.43,1593.26,1399.16
2009-Site-13,47.02649,-117.11889,782,2009,188,1,394.12,1244.67,1711.5,1510.2
2009-Site-13,47.02649,-117.11889,782,2009,191,1,394.12,1299.06,1779.39,1572.69
2009-Site-13,47.02649,-117.11889,782,2009,194,6,415.61,1372.5,1866.33,1654.23
2009-Site-12,47.04217,-117.14927,786,2009,139,0,339.64,287.8,532.89,420.47
2009-Site-12,47.04217,-117.14927,786,2009,142,0,339.64,318.05,576.64,458.82
2009-Site-12,47.04217,-117.14927,786,2009,146,0,339.64,389.95,666.54,541.52
2009-Site-12,47.04217,-117.14927,786,2009,149,0,339.64,452.99,743.08,612.66
